STT,year,location_code,Tong_Import,Tong_Export,Balance
5877,1994,SEN,975212046,584899513,-390312533
5878,1994,SGP,1.00E+11,94440483418,-5679300140
5879,1994,SHN,29462558,3739945,-25722613
5880,1994,SLB,104955258,160182294,55227036
5881,1994,SLE,196427486,232009753,35582267
5882,1994,SLV,2297836877,1372861907,-924974970
5883,1994,SOM,181846326,80073831,-101772495
5884,1994,SPM,74379014,17884728,-56494286
5885,1994,STP,50044282,8605834,-41438448
5886,1994,SUR,755070833,355383168,-399687665
5887,1994,SVK,6950766225,6544872660,-405893565
5888,1994,SVN,7076534151,6809693399,-266840752
5889,1994,SWE,51386188407,58071853534,6685665127
5890,1994,SYC,190870680,68571408,-122299272
5891,1994,SYR,4134723914,2467781856,-1666942058
5892,1994,TCA,40577845,10218534,-30359311
5893,1994,TCD,83596831,61184732,-22412099
5894,1994,TGO,471403080,244248481,-227154599
5895,1994,THA,50653387746,46496774053,-4156613693
5896,1994,TJK,82363458,250014428,167650970
5897,1994,TKL,6014742,5420263,-594479
5898,1994,TKM,506731269,358688844,-148042425
5899,1994,TLS,2863428,1963206,-900222
5900,1994,TON,69710386,21077696,-48632690
5901,1994,TTO,1252490280,2181678805,929188525
5902,1994,TUN,6218044825,4426376305,-1791668520
5903,1994,TUR,22831137979,18324529747,-4506608232
5904,1994,TUV,7664619,1285031,-6379588
5905,1994,TWN,82404849901,1.12E+11,30076293063
5906,1994,TZA,1174215831,465728602,-708487229
5907,1994,UGA,628610500,399465443,-229145057
5908,1994,UKR,3800837086,5213358038,1412520952
5909,1994,URY,3199004850,2649001714,-550003136
5910,1994,USA,6.92E+11,5.27E+11,-1.65E+11
5911,1994,UZB,1131185596,1077404583,-53781013
5912,1994,VCT,202231038,96510678,-105720360
5913,1994,VEN,9205218228,16228492037,7023273809
5914,1994,VGB,218507705,79534278,-138973427
5915,1994,VNM,6559421623,4276835641,-2282585982
5916,1994,VUT,132547912,29847393,-102700519
5917,1994,WLF,15665067,1219909,-14445158
5918,1994,WSM,112899255,52087838,-60811417
5919,1994,YEM,1676242531,1549507626,-126734905
5920,1994,ZAF,18988138102,21297812057,2309673955
5921,1994,ZMB,742436877,1053601405,311164528
5922,1994,ZWE,1792008894,1870014515,78005621
5923,1995,ABW,575862922,642538313,66675391
5924,1995,AGO,1670495184,3422873459,1752378275
5925,1995,AIA,328977008,4441946,-324535062
5926,1995,ALB,854210706,228532192,-625678514
5927,1995,AND,1003938506,44642690,-959295816
5928,1995,ANT,2587063179,1163843078,-1423220101
5929,1995,ARE,22275003545,18529149335,-3745854210
5930,1995,ARG,19700951470,21935747955,2234796485
5931,1995,ARM,175639367,61870892,-113768475
5932,1995,ATG,262709871,49464107,-213245764
5933,1995,AUS,53618259204,49986784336,-3631474868
5934,1995,AUT,63801818777,53550882695,-10250936082
5935,1995,AZE,444011122,142881136,-301129986
5936,1995,BDI,195731214,197482618,1751404
5937,1995,BEL,1.55E+11,1.54E+11,-1241738077
5938,1995,BEN,790856872,191750657,-599106215
5939,1995,BFA,427972549,102452594,-325519955
5940,1995,BGD,5865504911,3889514549,-1975990362
5941,1995,BGR,4183758406,3970132635,-213625771
5942,1995,BHR,1552073651,1622678119,70604468
5943,1995,BHS,1769835064,621255178,-1148579886
5944,1995,BIH,817030731,55469660,-761561071
5945,1995,BLR,2189109811,1596345408,-592764403
5946,1995,BLZ,280747041,209748945,-70998096
5947,1995,BMU,782487696,230414203,-552073493
5948,1995,BOL,1930702188,1016547897,-914154291
5949,1995,BRA,53027925015,49983208468,-3044716547
5950,1995,BRB,487405851,149569111,-337836740
5951,1995,BRN,3035372548,2390089670,-645282878
5952,1995,BTN,35251751,45149821,9898070
5953,1995,CAF,154600075,155445369,845294
5954,1995,CAN,1.70E+11,1.93E+11,22892393143
5955,1995,CCK,8112633,7658025,-454608
5956,1995,CHE,84904294436,86214499925,1310205489
5957,1995,CHL,15083979945,16495382518,1411402573
5958,1995,CHN,1.69E+11,2.26E+11,57195897870
5959,1995,CIV,2842966357,4381353434,1538387077
5960,1995,CMR,1156728528,2067209220,910480692
5961,1995,COD,1119640391,1429185087,309544696
5962,1995,COG,773702859,1483606593,709903734
5963,1995,COK,48912229,6474654,-42437575
5964,1995,COL,13146547663,10986736059,-2159811604
5965,1995,COM,166646931,12761071,-153885860
5966,1995,CPV,222007733,11251330,-210756403
5967,1995,CRI,3469387911,3945674246,476286335
5968,1995,CUB,2118760291,1117668941,-1001091350
5969,1995,CXR,22565555,2226195,-20339360
5970,1995,CYM,693675395,130897688,-562777707
5971,1995,CYP,4443260882,1448074223,-2995186659
5972,1995,CZE,24632412726,20662279579,-3970133147
5973,1995,DEU,4.59E+11,5.14E+11,54729961323
5974,1995,DJI,340358598,46008898,-294349700
5975,1995,DMA,183920489,97674961,-86245528
5976,1995,DNK,42014405692,43096106275,1081700583
5977,1995,DOM,4598861134,3782145268,-816715866
5978,1995,DZA,10413616119,11352918738,939302619
5979,1995,ECU,4528090809,5131035528,602944719
5980,1995,EGY,15214498781,5792439527,-9422059254
5981,1995,ERI,128140506,10921242,-117219264
5982,1995,ESH,1571588,527762,-1043826
5983,1995,ESP,1.13E+11,88938874426,-23976159173
5984,1995,EST,2742450786,2178277671,-564173115
5985,1995,ETH,1305432459,542193193,-763239266
5986,1995,FIN,29116825175,38638634004,9521808829
5987,1995,FJI,650287447,542626584,-107660863
5988,1995,FLK,42809632,25359041,-17450591
5989,1995,FRA,2.83E+11,2.78E+11,-4980033942
5990,1995,FRO,210390899,347475502,137084603
5991,1995,FSM,57575772,119054042,61478270
5992,1995,GAB,778929431,2566697396,1787767965
5993,1995,GBR,2.54E+11,2.22E+11,-32117396408
5994,1995,GEO,367595916,105057958,-262537958
5995,1995,GHA,1835609795,1385364234,-450245561
5996,1995,GIB,621793760,86808526,-534985234
5997,1995,GIN,865623063,737448489,-128174574
5998,1995,GMB,251686639,167714456,-83972183
5999,1995,GNB,112099990,101997785,-10102205
6000,1995,GNQ,81553390,103279503,21726113
6001,1995,GRC,25758293630,10577630777,-15180662853
6002,1995,GRD,103798127,23562223,-80235904
6003,1995,GRL,290761111,462717204,171956093
6004,1995,GTM,3711374356,3230477579,-480896777
6005,1995,GUY,383408482,436488792,53080310
6006,1995,HKG,1.93E+11,1.24E+11,-68464354065
6007,1995,HND,2347749422,2286150337,-61599085
6008,1995,HRV,7595456576,4415680997,-3179775579
6009,1995,HTI,847879595,179557705,-668321890
6010,1995,HUN,17256306682,13770947677,-3485359005
6011,1995,IDN,41051726271,49322202629,8270476358
6012,1995,IND,35687475691,33549397287,-2138078404
6013,1995,IOT,6120562,16256532,10135970
6014,1995,IRL,32527038543,42736720294,10209681751
6015,1995,IRN,8824326942,15384525285,6560198343
6016,1995,IRQ,516809842,463734997,-53074845
6017,1995,ISL,1579158014,1840531868,261373854
6018,1995,ISR,25542010118,17892571759,-7649438359
6019,1995,ITA,1.92E+11,2.28E+11,36142866615
6020,1995,JAM,2467327882,1734607550,-732720332
6021,1995,JOR,4024419549,1499042567,-2525376982
6022,1995,JPN,3.07E+11,4.55E+11,1.48E+11
6023,1995,KAZ,3947039082,4425647055,478607973
6024,1995,KEN,2574188947,1513415445,-1060773502
6025,1995,KGZ,608383620,479772782,-128610838
6026,1995,KHM,1298184852,315187007,-982997845
6027,1995,KIR,28993931,4851957,-24141974
6028,1995,KNA,100270449,40374782,-59895667
6029,1995,KOR,1.26E+11,1.22E+11,-3446011899
6030,1995,KWT,5980038741,9685766329,3705727588
6031,1995,LAO,555840786,235628400,-320212386
6032,1995,LBN,5315014324,514794748,-4800219576
6033,1995,LBR,5135965108,897911864,-4238053244
6034,1995,LBY,4394123222,8774362840,4380239618
6035,1995,LCA,308568122,123828414,-184739708
6036,1995,LKA,4305079021,3302904430,-1002174591
6037,1995,LTU,3606557696,3129347812,-477209884
6038,1995,LVA,2415657887,2570729515,155071628
6039,1995,MAC,2917629554,1985756890,-931872664
6040,1995,MAR,9648580117,7041518665,-2607061452
6041,1995,MDA,948463424,833202117,-115261307
6042,1995,MDG,677806907,652077242,-25729665
6043,1995,MDV,242613169,49265673,-193347496
6044,1995,MEX,64987031722,80203689610,15216657888
6045,1995,MHL,582949082,35389493,-547559589
6046,1995,MKD,1999569984,1512972760,-486597224
6047,1995,MLI,622006386,235738406,-386267980
6048,1995,MLT,3576917912,1720063399,-1856854513
6049,1995,MMR,2428405613,1255719919,-1172685694
6050,1995,MNG,269178873,308192188,39013315
6051,1995,MNP,80894003,4184903,-76709100
6052,1995,MOZ,1088203838,237320223,-850883615
6053,1995,MRT,529452603,589358704,59906101
6054,1995,MSR,29864850,13069287,-16795563
6055,1995,MUS,1992844781,1586051717,-406793064
6056,1995,MWI,416408099,424739372,8331273
6057,1995,MYS,82534771969,80701287268,-1833484701
6058,1995,NCL,822444814,542838582,-279606232
6059,1995,NER,335450706,175974856,-159475850
6060,1995,NGA,4795247628,12376304973,7581057345
6061,1995,NIC,1008763789,524787815,-483975974
6062,1995,NIU,38642039,787134,-37854905
6063,1995,NLD,1.85E+11,1.65E+11,-20679893432
6064,1995,NOR,32160943499,44973618732,12812675233
6065,1995,NPL,719323052,350674260,-368648792
6066,1995,NRU,27349795,46925973,19576178
6067,1995,NZL,13406388438,13650861571,244473133
6068,1995,OMN,4300703178,6061201860,1760498682
6069,1995,PAK,8503610208,6542195496,-1961414712
6070,1995,PAN,15917018900,2956856250,-12960162650
6071,1995,PCN,6876707,4477003,-2399704
6072,1995,PER,7410898199,5646754831,-1764143368
6073,1995,PHL,25112619987,17333104354,-7779515633
6074,1995,PLW,23316090,25064758,1748668
6075,1995,PNG,1159993132,2487609332,1327616200
6076,1995,POL,30709595454,23255551270,-7454044184
6077,1995,PRK,1248333062,866750871,-381582191
6078,1995,PRT,32968245581,22470287037,-10497958544
6079,1995,PRY,4709656121,1290783305,-3418872816
6080,1995,PYF,666981376,113150302,-553831074
6081,1995,QAT,2350835314,3251123634,900288320
6082,1995,REU,2419655686,177987219,-2241668467
6083,1995,ROU,9869721759,7972664530,-1897057229
6084,1995,RUS,42349028366,59115618535,16766590169
6085,1995,RWA,138666748,45124264,-93542484
6086,1995,SAU,27886302422,46156118858,18269816436
6087,1995,SDN,1058056787,594528265,-463528522
6088,1995,SEN,1276808904,500534374,-776274530
6089,1995,SGP,1.20E+11,1.18E+11,-2010457506
6090,1995,SHN,21373145,5013111,-16360034
6091,1995,SLB,116485545,186982269,70496724
6092,1995,SLE,195728130,177289099,-18439031
6093,1995,SLV,2610054584,1712125077,-897929507
6094,1995,SOM,72257196,119984814,47727618
6095,1995,SPM,54652138,6274047,-48378091
6096,1995,STP,41330938,6522537,-34808401
6097,1995,SUR,842881644,495395812,-347485832
6098,1995,SVK,9205608984,9096846790,-108762194
6099,1995,SVN,9574966093,8259283402,-1315682691
6100,1995,SWE,59961221018,75812068835,15850847817
6101,1995,SYC,192586731,41893239,-150693492
6102,1995,SYR,3838171912,2894050127,-944121785
6103,1995,TCA,52921836,12932047,-39989789
6104,1995,TCD,162704643,118974566,-43730077
6105,1995,TGO,782573803,371244192,-411329611
6106,1995,THA,68228133312,57101755152,-11126378160
6107,1995,TJK,183875815,256603202,72727387
6108,1995,TKL,4528949,7918136,3389187
6109,1995,TKM,336213188,668553602,332340414
6110,1995,TLS,3139018,781064,-2357954
6111,1995,TON,55784235,19444848,-36339387
6112,1995,TTO,1591259243,2361009958,769750715
6113,1995,TUN,7626179504,5363818232,-2262361272
6114,1995,TUR,34320629583,21679708906,-12640920677
6115,1995,TUV,4826996,1044004,-3782992
6116,1995,TWN,92281951298,1.15E+11,22965980904
6117,1995,TZA,1353156103,602851153,-750304950
6118,1995,UGA,877735365,609661240,-268074125
6119,1995,UKR,6000183874,6345778589,345594715
6120,1995,URY,3496855854,2529828409,-967027445
6121,1995,USA,7.44E+11,6.08E+11,-1.36E+11
6122,1995,UZB,1592029079,1631086274,39057195
6123,1995,VCT,222409640,102267923,-120141717
6124,1995,VEN,11555658828,20108708839,8553050011
6125,1995,VGB,335389661,103284424,-232105237
6126,1995,VNM,8132468069,5170461745,-2962006324
6127,1995,VUT,123643491,27699153,-95944338
6128,1995,WLF,19457948,902609,-18555339
6129,1995,WSM,115245589,57113705,-58131884
6130,1995,YEM,1645810716,1724011354,78200638
6131,1995,ZAF,26011326858,25086548232,-924778626
6132,1995,ZMB,1019824707,1156026262,136201555
6133,1995,ZWE,2354929696,1902571537,-452358159
6134,1996,ABW,798382988,775350399,-23032589
6135,1996,AGO,1863587977,4436984174,2573396197
6136,1996,AIA,29000184,5891047,-23109137
6137,1996,ALB,1192364040,296545262,-895818778
6138,1996,AND,936385200,43775107,-892610093
6139,1996,ANT,3352861786,1559274684,-1793587102
6140,1996,ARE,23029662355,22109930931,-919731424
6141,1996,ARG,23574963336,25039487799,1464524463
6142,1996,ARM,349703082,80477569,-269225513
6143,1996,ATG,281890169,51042819,-230847350
6144,1996,AUS,57061723627,56939200407,-122523220
6145,1996,AUT,67235857569,54771551493,-12464306076
6146,1996,AZE,1121918026,241147352,-880770674
6147,1996,BDI,107370817,87990976,-19379841
6148,1996,BEL,1.62E+11,1.57E+11,-4845276557
6149,1996,BEN,892729474,258845125,-633884349
6150,1996,BFA,480475927,124673508,-355802419
6151,1996,BGD,6426149326,4001355334,-2424793992
6152,1996,BGR,5270208298,4678614046,-591594252
6153,1996,BHR,1751002003,1767457355,16455352
6154,1996,BHS,3073854831,652949477,-2420905354
6155,1996,BIH,1740879379,189391301,-1551488078
6156,1996,BLR,3033493955,1801800359,-1231693596
6157,1996,BLZ,323302012,245760769,-77541243
6158,1996,BMU,762737304,338069898,-424667406
6159,1996,BOL,2108725391,1090177978,-1018547413
6160,1996,BRA,54726290821,50949312288,-3776978533
6161,1996,BRB,567514526,227873874,-339640652
6162,1996,BRN,4127538254,2697472496,-1430065758
6163,1996,BTN,34728158,40800342,6072184
6164,1996,CAF,109688261,156862664,47174403
6165,1996,CAN,1.77E+11,2.05E+11,28349263368
6166,1996,CCK,10939545,4773294,-6166251
6167,1996,CHE,85881153982,86979550393,1098396411
6168,1996,CHL,16728319982,16928818753,200498771
6169,1996,CHN,1.79E+11,2.45E+11,65787896052
6170,1996,CIV,2868690701,4998609867,2129919166
6171,1996,CMR,1385074176,2178944657,793870481
6172,1996,COD,1089977142,1529485415,439508273
6173,1996,COG,1352520346,1524346095,171825749
6174,1996,COK,47509260,7176837,-40332423
6175,1996,COL,12900507334,11081078232,-1819429102
6176,1996,COM,177343959,20638383,-156705576
6177,1996,CPV,294552379,16392789,-278159590
6178,1996,CRI,3653977635,4125218125,471240490
6179,1996,CUB,2282977720,1303144675,-979833045
6180,1996,CXR,20371232,19024128,-1347104
6181,1996,CYM,486378571,154610018,-331768553
6182,1996,CYP,4424516659,1856969681,-2567546978
6183,1996,CZE,27289952999,21369280874,-5920672125
6184,1996,DEU,4.54E+11,5.19E+11,65618485643
6185,1996,DJI,249004028,16748532,-232255496
6186,1996,DMA,180706735,92303050,-88403685
6187,1996,DNK,42351954524,43595614506,1243659982
6188,1996,DOM,5079946884,4010072043,-1069874841
6189,1996,DZA,8384314743,13627604055,5243289312
6190,1996,ECU,3925139350,5569477069,1644337719
6191,1996,EGY,16085721559,6440101099,-9645620460
6192,1996,ERI,162190664,21092526,-141098138
6193,1996,ESH,1778431,912291,-866140
6194,1996,ESP,1.22E+11,99369398383,-22521867125
6195,1996,EST,3173233686,2571377480,-601856206
6196,1996,ETH,1097614292,439532047,-658082245
6197,1996,FIN,31122775990,39358547470,8235771480
6198,1996,FJI,749589849,598468122,-151121727
6199,1996,FLK,54805660,49737594,-5068066
6200,1996,FRA,2.93E+11,2.81E+11,-11841799768
6201,1996,FRO,300190185,398974034,98783849
6202,1996,FSM,55049496,55287577,238081
6203,1996,GAB,866361294,3242117808,2375756514
6204,1996,GBR,2.78E+11,2.44E+11,-34179378018
6205,1996,GEO,1055510470,250845556,-804664914
6206,1996,GHA,2697737774,2016269158,-681468616
6207,1996,GIB,913861033,102073158,-811787875
6208,1996,GIN,758798552,838743320,79944768
6209,1996,GMB,281927439,165132682,-116794757
6210,1996,GNB,88398654,67482461,-20916193
6211,1996,GNQ,142673047,185142135,42469088
6212,1996,GRC,26964542547,11441976129,-15522566418
6213,1996,GRD,121855265,21711401,-100143864
6214,1996,GRL,320724662,478452485,157727823
6215,1996,GTM,3662440211,3288267252,-374172959
6216,1996,GUY,417509360,488564292,71054932
6217,1996,HKG,1.97E+11,1.31E+11,-66275139027
6218,1996,HND,2718880088,2644091652,-74788436
6219,1996,HRV,7940867112,4426177596,-3514689516
6220,1996,HTI,779294345,186545337,-592749008
6221,1996,HUN,18901910291,15490035298,-3411874993
6222,1996,IDN,42371089629,54647650720,12276561091
6223,1996,IND,37701543417,37005182475,-696360942
6224,1996,IOT,4140062,13659818,9519756
6225,1996,IRL,34603697734,45242200341,10638502607
6226,1996,IRN,10128113458,17980670223,7852556765
6227,1996,IRQ,285166623,37856062,-247310561
6228,1996,ISL,1845998364,1975663665,129665301
6229,1996,ISR,26611753372,19664738096,-6947015276
6230,1996,ITA,1.95E+11,2.48E+11,53377786377
6231,1996,JAM,2737701200,1961101928,-776599272
6232,1996,JOR,3136515477,806390320,-2330125157
6233,1996,JPN,3.23E+11,4.25E+11,1.02E+11
6234,1996,KAZ,4403113949,5251893348,848779399
6235,1996,KEN,2291648501,1683632519,-608015982
6236,1996,KGZ,856869482,503774300,-353095182
6237,1996,KHM,1312601620,249984780,-1062616840
6238,1996,KIR,51026172,8097298,-42928874
6239,1996,KNA,96918805,37924430,-58994375
6240,1996,KOR,1.36E+11,1.27E+11,-9253819269
6241,1996,KWT,6231146382,11406695833,5175549451
6242,1996,LAO,555248507,205705237,-349543270
6243,1996,LBN,5701144338,594654680,-5106489658
6244,1996,LBR,3066639497,1075256954,-1991382543
6245,1996,LBY,4881850997,10342276603,5460425606
6246,1996,LCA,240589729,113385995,-127203734
6247,1996,LKA,4087640054,3546970415,-540669639
6248,1996,LTU,4562629616,3759046762,-803582854
6249,1996,LVA,2967804320,2835503939,-132300381
6250,1996,MAC,2954931259,1939240706,-1015690553
6251,1996,MAR,9335577513,7355851937,-1979725576
6252,1996,MDA,1246493596,870195791,-376297805
6253,1996,MDG,744213426,663857038,-80356388
6254,1996,MDV,289528131,65591244,-223936887
6255,1996,MEX,79575174348,94617166861,15041992513
6256,1996,MHL,586439788,21345541,-565094247
6257,1996,MKD,1876547603,1105123226,-771424377
6258,1996,MLI,794346501,260526054,-533820447
6259,1996,MLT,3087827959,1574395707,-1513432252
6260,1996,MMR,2677297872,1205228372,-1472069500
6261,1996,MNG,479832299,302865675,-176966624
6262,1996,MNP,127407271,6738534,-120668737
6263,1996,MOZ,949635932,227672284,-721963648
6264,1996,MRT,529189523,623045913,93856390
6265,1996,MSR,18214460,27273280,9058820
6266,1996,MUS,2237898362,1638345272,-599553090
6267,1996,MWI,404525020,468128078,63603058
6268,1996,MYS,82353253207,86634514649,4281261442
6269,1996,NCL,896971846,546977122,-349994724
6270,1996,NER,332429143,89279236,-243149907
6271,1996,NGA,5919760500,16840615183,10920854683
6272,1996,NIC,1001562672,651497181,-350065491
6273,1996,NIU,40879780,1324681,-39555099
6274,1996,NLD,1.95E+11,1.73E+11,-21970382673
6275,1996,NOR,34511274199,50421711794,15910437595
6276,1996,NPL,614181176,389035630,-225145546
6277,1996,NRU,22514457,41343236,18828779
6278,1996,NZL,14139803465,14414778940,274975475
6279,1996,OMN,4015629570,5997425057,1981795487
6280,1996,PAK,8369805953,7591423281,-778382672
6281,1996,PAN,15855625748,3027636260,-12827989488
6282,1996,PCN,2342699,6020237,3677538
6283,1996,PER,7423394197,5956467365,-1466926832
6284,1996,PHL,35614341486,23497075916,-12117265570
6285,1996,PLW,47686902,35171336,-12515566
6286,1996,PNG,1617864568,2460578260,842713692
6287,1996,POL,37858810168,24197173829,-13661636339
6288,1996,PRK,1206186718,829121547,-377065171
6289,1996,PRT,35531614095,23126060270,-12405553825
6290,1996,PRY,4403750420,1334620231,-3069130189
6291,1996,PYF,759733990,147214208,-612519782
6292,1996,QAT,2282003788,4104906919,1822903131
6293,1996,ROU,11072331970,8083506311,-2988825659
6294,1996,RUS,53943186166,71933721652,17990535486
6295,1996,RWA,260313750,60451082,-199862668
6296,1996,SAU,31018896952,53708754290,22689857338
6297,1996,SDN,1190248524,448654012,-741594512
6298,1996,SEN,1827032304,627045970,-1199986334
6299,1996,SGP,1.25E+11,1.23E+11,-2198221127
6300,1996,SHN,37999818,6959829,-31039989
6301,1996,SLB,134040217,210848720,76808503
6302,1996,SLE,236529210,200656430,-35872780
6303,1996,SLV,2753032103,1943699281,-809332822
6304,1996,SOM,92996419,123047492,30051073
6305,1996,SPM,52150314,9695630,-42454684
6306,1996,STP,35164242,8347996,-26816246
6307,1996,SUR,605094367,506622058,-98472309
6308,1996,SVK,10531114339,8568091563,-1963022776
6309,1996,SVN,9696225470,8271448158,-1424777312
6310,1996,SWE,62904282948,82277969768,19373686820
6311,1996,SYC,297925875,60933572,-236992303
6312,1996,SYR,4251405947,3373051586,-878354361
6313,1996,TCA,60682883,20440522,-40242361
6314,1996,TCD,141576356,115525745,-26050611
6315,1996,TGO,680358287,419890204,-260468083
6316,1996,THA,69957977696,57118404975,-12839572721
6317,1996,TJK,209127833,245071225,35943392
6318,1996,TKL,5327643,5938331,610688
6319,1996,TKM,823727600,438479563,-385248037
6320,1996,TLS,3277239,545882,-2731357
6321,1996,TON,52731092,17716980,-35014112
6322,1996,TTO,1993810905,2535089540,541278635
6323,1996,TUN,7440579393,5573217659,-1867361734
6324,1996,TUR,40223472201,23068501980,-17154970221
6325,1996,TUV,4276543,1561719,-2714824
6326,1996,TWN,88508676251,1.20E+11,31688679023
6327,1996,TZA,1145957133,645762729,-500194404
6328,1996,UGA,870130321,597154161,-272976160
6329,1996,UKR,17251758792,15456436084,-1795322708
6330,1996,URY,3898324191,2724693973,-1173630218
6331,1996,USA,7.89E+11,6.45E+11,-1.43E+11
6332,1996,UZB,2883290736,1975606344,-907684392
6333,1996,VCT,163352500,95232935,-68119565
6334,1996,VEN,10899057416,23806356132,12907298716
6335,1996,VGB,392428857,117819302,-274609555
6336,1996,VNM,10087767039,6571182036,-3516585003
6337,1996,VUT,136457447,41343787,-95113660
6338,1996,WLF,15146860,490322,-14656538
6339,1996,WSM,124552810,59845429,-64707381
6340,1996,YEM,1776592738,1983590807,206998069
6341,1996,ZAF,26346788837,28400620977,2053832140
6342,1996,ZMB,977496294,1091693262,114196968
6343,1996,ZWE,2229293621,1832679847,-396613774
6344,1997,ABW,883464557,982379941,98915384
6345,1997,AGO,2245711089,4467903328,2222192239
6346,1997,AIA,43267323,6846994,-36420329
6347,1997,ALB,752476829,246362439,-506114390
6348,1997,AND,1006707004,46928264,-959778740
6349,1997,ANT,3062773464,1382722157,-1680051307
6350,1997,ARE,26974405027,25722028031,-1252376996
6351,1997,ARG,29250494332,27286879757,-1963614575
6352,1997,ARM,563400990,227513190,-335887800
6353,1997,ATG,280495581,86342448,-194153133
6354,1997,AUS,58779240352,58987549630,208309278
6355,1997,AUT,64281981172,54786801519,-9495179653
6356,1997,AZE,1294739084,772462616,-522276468
6357,1997,BDI,85572572,89060397,3487825
6358,1997,BEL,1.59E+11,1.61E+11,2170211512
6359,1997,BEN,985800016,302736698,-683063318
6360,1997,BFA,512783876,155048334,-357735542
6361,1997,BGD,6699179109,4583255524,-2115923585
6362,1997,BGR,5030499888,4812296518,-218203370
6363,1997,BHR,1881250720,1913294983,32044263
6364,1997,BHS,2275789747,707054804,-1568734943
6365,1997,BIH,2131993144,411908186,-1720084958
6366,1997,BLR,6583375968,5102390853,-1480985115
6367,1997,BLZ,365813091,253538308,-112274783
6368,1997,BMU,1253071458,279604579,-973466879
6369,1997,BOL,2633024019,1120706799,-1512317220
6370,1997,BRA,63026832488,56887731643,-6139100845
6371,1997,BRB,884162060,218888107,-665273953
6372,1997,BRN,3513087868,2756826745,-756261123
6373,1997,BTN,43381571,23170265,-20211306
6374,1997,CAF,108200262,174655747,66455485
6375,1997,CAN,2.02E+11,2.18E+11,16270924748
6376,1997,CCK,13739328,5808754,-7930574
6377,1997,CHE,84187396048,84943465676,756069628
6378,1997,CHL,18381860701,17428814340,-953046361
6379,1997,CHN,1.86E+11,2.77E+11,90541521743
6380,1997,CIV,3004574816,4823557149,1818982333
6381,1997,CMR,1569391612,2438020309,868628697
6382,1997,COD,830891803,1217114425,386222622
6383,1997,COG,748973990,2353100101,1604126111
6384,1997,COK,46693303,7906123,-38787180
6385,1997,COL,14421230408,12187557132,-2233673276
6386,1997,COM,161974743,13064073,-148910670
6387,1997,CPV,238200935,30700786,-207500149
6388,1997,CRI,4320540837,4643934561,323393724
6389,1997,CUB,2542227178,1646035072,-896192106
6390,1997,CXR,17368313,20307798,2939485
6391,1997,CYM,834324054,148332265,-685991789
6392,1997,CYP,4861429604,1311038130,-3550391474
6393,1997,CZE,27369452843,22371193607,-4998259236
6394,1997,DEU,4.36E+11,4.94E+11,58358847779
6395,1997,DJI,303295140,18132498,-285162642
6396,1997,DMA,189448408,90732947,-98715461
6397,1997,DNK,43129535899,44377804767,1248268868
6398,1997,DOM,6167253369,4792165253,-1375088116
6399,1997,DZA,8366086670,14895289594,6529202924
6400,1997,ECU,4938107135,6026856163,1088749028
6401,1997,EGY,18408866860,6351847726,-12057019134
6402,1997,ERI,209213639,35359687,-173853952
6403,1997,ESH,2061456,2739871,678415
6404,1997,ESP,1.24E+11,1.03E+11,-21097047918
6405,1997,EST,4418786918,3418295950,-1000490968
6406,1997,ETH,1287495960,642531870,-644964090
6407,1997,FIN,32040754263,39617998416,7577244153
6408,1997,FJI,817742950,512053355,-305689595
6409,1997,FLK,52913592,62288993,9375401
6410,1997,FRA,2.90E+11,2.85E+11,-4876059993
6411,1997,FRO,332818261,397489871,64671610
6412,1997,FSM,64164029,46566796,-17597233
6413,1997,GAB,1201300612,3519048254,2317747642
6414,1997,GBR,2.99E+11,2.71E+11,-28212005845
6415,1997,GEO,1236755815,401568722,-835187093
6416,1997,GHA,3055949803,1753861137,-1302088666
6417,1997,GIB,1571189401,94846319,-1476343082
6418,1997,GIN,774472083,820769980,46297897
6419,1997,GMB,323483209,168506435,-154976774
6420,1997,GNB,86531270,60938183,-25593087
6421,1997,GNQ,177448870,374499728,197050858
6422,1997,GRC,27539916028,10910878790,-16629037238
6423,1997,GRD,128797980,31336570,-97461410
6424,1997,GRL,379685064,413386787,33701723
6425,1997,GTM,4425342104,3872461503,-552880601
6426,1997,GUY,512369312,567918015,55548703
6427,1997,HKG,2.22E+11,1.36E+11,-85618449546
6428,1997,HND,3340514930,3227916427,-112598503
6429,1997,HRV,8937054675,4089310650,-4847744025
6430,1997,HTI,876315648,229694031,-646621617
6431,1997,HUN,22429237241,19231755241,-3197482000
6432,1997,IDN,45258931233,58850939117,13592007884
6433,1997,IND,38875427665,38508422848,-367004817
6434,1997,IOT,4281821,23306752,19024931
6435,1997,IRL,42570921504,52269103268,9698181764
6436,1997,IRN,12677490374,16812488806,4134998432
6437,1997,IRQ,783406479,3151699928,2368293449
6438,1997,ISL,1845252940,1928242440,82989500
6439,1997,ISR,26341484303,21799602605,-4541881698
6440,1997,ITA,1.97E+11,2.35E+11,37648382888
6441,1997,JAM,2900179098,1872408948,-1027770150
6442,1997,JOR,4048616060,1441650037,-2606966023
6443,1997,JPN,3.12E+11,4.35E+11,1.23E+11
6444,1997,KAZ,4583713476,5908231060,1324517584
6445,1997,KEN,3416498737,2210472699,-1206026038
6446,1997,KGZ,518688448,354872798,-163815650
6447,1997,KHM,1365679762,542868820,-822810942
6448,1997,KIR,38598196,36741219,-1856977
