STT,year,location_code,Tong_Import,Tong_Export,Balance
2239,1975,IDN,5506561925,7760657739,2254095814
2240,1975,IND,4729386946,4176800586,-552586360
2241,1975,IOT,5282745,1533752,-3748993
2242,1975,IRL,3940303171,3471250203,-469052968
2243,1975,IRN,12264766140,17691960798,5427194658
2244,1975,IRQ,4900232257,6914167645,2013935388
2245,1975,ISL,365102417,254699815,-110402602
2246,1975,ISR,3465181579,1961458042,-1503723537
2247,1975,ITA,36000377668,32200552240,-3799825428
2248,1975,JAM,1020926705,766927117,-253999588
2249,1975,JOR,757898073,181960868,-575937205
2250,1975,JPN,51999019701,53994821130,1995801429
2251,1975,KEN,659057830,477050341,-182007489
2252,1975,KHM,49210752,4345671,-44865081
2253,1975,KIR,14487226,24569279,10082053
2254,1975,KNA,63230478,15761240,-47469238
2255,1975,KOR,6909215813,4877604074,-2031611739
2256,1975,KWT,2210847229,9314307977,7103460748
2257,1975,LAO,38447338,10780529,-27666809
2258,1975,LBN,1715907884,1071310145,-644597739
2259,1975,LBR,4200853829,551945234,-3648908595
2260,1975,LBY,4048732186,6329327871,2280595685
2261,1975,LCA,41519056,3336793,-38182263
2262,1975,LKA,709672115,567123627,-142548488
2263,1975,MAC,100914433,154800512,53886079
2264,1975,MAR,2477550941,1560547779,-917003162
2265,1975,MDG,315664850,348796755,33131905
2266,1975,MDV,14329430,3903799,-10425631
2267,1975,MEX,7944691203,4453859026,-3490832177
2268,1975,MLI,202244841,43676075,-158568766
2269,1975,MLT,328750905,123421532,-205329373
2270,1975,MMR,227626049,247127279,19501230
2271,1975,MNG,3743474,4811803,1068329
2272,1975,MOZ,254885382,422269564,167384182
2273,1975,MRT,208702561,202386400,-6316161
2274,1975,MSR,32914057,7696107,-25217950
2275,1975,MUS,305754474,337888201,32133727
2276,1975,MWI,191448662,145198269,-46250393
2277,1975,MYS,3840632481,4419477674,578845193
2278,1975,NCL,316325344,415323884,98998540
2279,1975,NER,169351746,76150290,-93201456
2280,1975,NGA,5303033808,9217527156,3914493348
2281,1975,NIC,468525160,448881512,-19643648
2282,1975,NIU,1266842,105275,-1161567
2283,1975,NLD,39667384685,34491929826,-5175454859
2284,1975,NOR,8956649914,9288504055,331854141
2285,1975,NPL,104616923,47236682,-57380241
2286,1975,NRU,20134278,83396709,63262431
2287,1975,NZL,2990883609,2274791586,-716092023
2288,1975,OMN,795749841,1187565209,391815368
2289,1975,PAK,2248046151,1140202541,-1107843610
2290,1975,PAN,2645397088,594232564,-2051164524
2291,1975,PCN,40315,3940,-36375
2292,1975,PER,2654601281,1376616936,-1277984345
2293,1975,PHL,3708511812,2750991065,-957520747
2294,1975,PNG,449701356,419890919,-29810437
2295,1975,POL,6348604065,3858592160,-2490011905
2296,1975,PRK,480109041,334787705,-145321336
2297,1975,PRT,3730603028,2001885627,-1728717401
2298,1975,PRY,299615551,230388971,-69226580
2299,1975,PYF,176358535,7194481,-169164054
2300,1975,QAT,528374601,1258135292,729760691
2301,1975,REU,344758540,76968032,-267790508
2302,1975,ROU,2667042891,2461674034,-205368857
2303,1975,RWA,43149316,47315663,4166347
2304,1975,SAU,6496305149,31312509018,24816203869
2305,1975,SDN,972146940,459889819,-512257121
2306,1975,SEN,585020381,478100843,-106919538
2307,1975,SGP,8447499494,5537656518,-2909842976
2308,1975,SHN,5436452,1412408,-4024044
2309,1975,SLB,30095661,17360348,-12735313
2310,1975,SLE,171586773,162113718,-9473055
2311,1975,SLV,608346700,589012888,-19333812
2312,1975,SOM,184445598,90706678,-93738920
2313,1975,SPM,22661588,2228550,-20433038
2314,1975,STP,7866256,7281103,-585153
2315,1975,SUR,265305183,284684094,19378911
2316,1975,SWE,16846747260,16453333880,-393413380
2317,1975,SYC,28035452,12154975,-15880477
2318,1975,SYR,1701725283,1200270236,-501455047
2319,1975,TCA,5105673,651298,-4454375
2320,1975,TCD,91546939,41979682,-49567257
2321,1975,TGO,208663843,157746960,-50916883
2322,1975,THA,3192896656,2431993362,-760903294
2323,1975,TKL,11194,0,-11194
2324,1975,TLS,10008583,6065487,-3943096
2325,1975,TON,17760603,7286322,-10474281
2326,1975,TTO,1915789452,1612171196,-303618256
2327,1975,TUN,1330941202,885967592,-444973610
2328,1975,TUR,4617400349,1567922168,-3049478181
2329,1975,TWN,5915031470,5303115780,-611915690
2330,1975,TZA,490093857,321704174,-168389683
2331,1975,UGA,76399120,229922455,153523335
2332,1975,URY,535407274,387876073,-147531201
2333,1975,USA,93794316951,1.03E+11,9173779536
2334,1975,VCT,7060361,1412820,-5647541
2335,1975,VEN,5143192932,8750242924,3607049992
2336,1975,VGB,9547400,454416,-9092984
2337,1975,VIR,56262909,13125379,-43137530
2338,1975,VNM,470749158,100795376,-369953782
2339,1975,VUT,33196794,11955222,-21241572
2340,1975,WLF,1011429,10875,-1000554
2341,1975,WSM,31435994,7736805,-23699189
2342,1975,YEM,307650074,10601129,-297048945
2343,1975,ZAF,7474788186,5011985702,-2462802484
2344,1975,ZMB,933785492,810537743,-123247749
2345,1975,ZWE,20611477,116956473,96344996
2346,1976,AGO,233514439,537341698,303827259
2347,1976,ALB,47163132,55665549,8502417
2348,1976,AND,175131180,6648173,-168483007
2349,1976,ANT,5086963385,2549584934,-2537378451
2350,1976,ARE,3106058179,8623768329,5517710150
2351,1976,ARG,3009984330,4132615565,1122631235
2352,1976,ATG,14231767,1953181,-12278586
2353,1976,AUS,10987288997,13646075790,2658786793
2354,1976,AUT,11147453994,7562150361,-3585303633
2355,1976,BDI,48932467,48966063,33596
2356,1976,BEL,36005201008,31908850196,-4096350812
2357,1976,BEN,209480090,43419310,-166060780
2358,1976,BFA,144044456,53920884,-90123572
2359,1976,BGD,567177705,345007569,-222170136
2360,1976,BGR,1183762259,761596613,-422165646
2361,1976,BHR,1758718343,910784388,-847933955
2362,1976,BHS,3077769009,938610203,-2139158806
2363,1976,BLZ,150308390,34676693,-115631697
2364,1976,BMU,1066797121,68618755,-998178366
2365,1976,BOL,577038018,511320612,-65717406
2366,1976,BRA,12779881092,9513432951,-3266448141
2367,1976,BRB,192711759,70681851,-122029908
2368,1976,BRN,260130743,1414371195,1154240452
2369,1976,BTN,3671911,451980,-3219931
2370,1976,CAF,49891021,67921063,18030042
2371,1976,CAN,35273723947,38006989456,2733265509
2372,1976,CCK,4102647,1234903,-2867744
2373,1976,CHE,14321482465,14079361174,-242121291
2374,1976,CHL,1619275650,2236859554,617583904
2375,1976,CHN,4434887996,6064292084,1629404088
2376,1976,CIV,1209153999,1665479357,456325358
2377,1976,CMR,561819345,497413782,-64405563
2378,1976,COD,932648738,1353312024,420663286
2379,1976,COG,318789918,290439634,-28350284
2380,1976,COK,5041308,704254,-4337054
2381,1976,COL,1766548382,1972595925,206047543
2382,1976,COM,15676414,21299095,5622681
2383,1976,CPV,44711099,1894102,-42816997
2384,1976,CRI,755039516,639117513,-115922003
2385,1976,CUB,1436167909,593248120,-842919789
2386,1976,CXR,8198731,28364461,20165730
2387,1976,CYM,22834572,1725755,-21108817
2388,1976,CYP,441644476,249346264,-192298212
2389,1976,DEU,89790086339,1.08E+11,18045289355
2390,1976,DJI,98621394,27712297,-70909097
2391,1976,DMA,28719088,40482654,11763566
2392,1976,DNK,11920179919,8646827413,-3273352506
2393,1976,DOM,890189707,705784544,-184405163
2394,1976,DZA,4928539370,4734680661,-193858709
2395,1976,ECU,1142538020,1373338435,230800415
2396,1976,EGY,4271282746,1471543248,-2799739498
2397,1976,ESH,3992926,10994895,7001969
2398,1976,ESP,16329428544,8939354567,-7390073977
2399,1976,ETH,362906245,287323353,-75582892
2400,1976,FIN,5696308852,5149603580,-546705272
2401,1976,FJI,251103803,100390433,-150713370
2402,1976,FLK,4255456,4255088,-368
2403,1976,FRA,62678504418,52689079174,-9989425244
2404,1976,FRO,120313045,57393615,-62919430
2405,1976,GAB,638145573,1120133789,481988216
2406,1976,GBR,52153203712,43934789819,-8218413893
2407,1976,GHA,856539446,787199831,-69339615
2408,1976,GIB,109165935,7582764,-101583171
2409,1976,GIN,101051716,211487887,110436171
2410,1976,GMB,68706787,40614186,-28092601
2411,1976,GNB,33667946,9761326,-23906620
2412,1976,GNQ,8581226,12137528,3556302
2413,1976,GRC,5779129217,2466078015,-3313051202
2414,1976,GRD,13961659,13599618,-362041
2415,1976,GRL,137249951,76545065,-60704886
2416,1976,GTM,961975059,901476778,-60498281
2417,1976,GUY,327990942,308585822,-19405120
2418,1976,HKG,8735788669,8009264894,-726523775
2419,1976,HND,411269505,417210590,5941085
2420,1976,HTI,257809129,193774201,-64034928
2421,1976,HUN,2017062106,1326820354,-690241752
2422,1976,IDN,6028743547,9505940862,3477197315
2423,1976,IND,4497540542,5437495308,939954766
2424,1976,IOT,780763,5144133,4363370
2425,1976,IRL,4210838598,3398299772,-812538826
2426,1976,IRN,12761246195,20922503421,8161257226
2427,1976,IRQ,4501751587,7944807168,3443055581
2428,1976,ISL,358305879,367935674,9629795
2429,1976,ISR,4047510659,2287848623,-1759662036
2430,1976,ITA,40931923209,34293958022,-6637965187
2431,1976,JAM,804625113,644906702,-159718411
2432,1976,JOR,1266707747,336777781,-929929966
2433,1976,JPN,58685142498,64596483874,5911341376
2434,1976,KEN,933468622,842076184,-91392438
2435,1976,KHM,4003411,2873165,-1130246
2436,1976,KIR,19061406,18276550,-784856
2437,1976,KNA,58656872,21085222,-37571650
2438,1976,KOR,8283670761,7562681701,-720989060
2439,1976,KWT,3394789803,9460319850,6065530047
2440,1976,LAO,34150673,10899680,-23250993
2441,1976,LBN,453860718,462744705,8883987
2442,1976,LBR,4449958698,639034157,-3810924541
2443,1976,LBY,4028467648,10386381667,6357914019
2444,1976,LCA,45438048,5161638,-40276410
2445,1976,LKA,592551048,554602539,-37948509
2446,1976,MAC,129690759,228739004,99048245
2447,1976,MAR,2624912116,1218575713,-1406336403
2448,1976,MDG,263132465,315232204,52099739
2449,1976,MDV,6536408,4759047,-1777361
2450,1976,MEX,7631473633,5068374476,-2563099157
2451,1976,MLI,165665243,61546907,-104118336
2452,1976,MLT,380806254,185518419,-195287835
2453,1976,MMR,221387470,293231876,71844406
2454,1976,MNG,7069095,8743657,1674562
2455,1976,MOZ,237559743,312637453,75077710
2456,1976,MRT,188182709,196525640,8342931
2457,1976,MSR,51606840,10840461,-40766379
2458,1976,MUS,334961070,244617455,-90343615
2459,1976,MWI,162385132,140064689,-22320443
2460,1976,MYS,4240898778,6192801299,1951902521
2461,1976,NCL,258123507,372787167,114663660
2462,1976,NER,163956742,91973950,-71982792
2463,1976,NGA,6583541029,12386802570,5803261541
2464,1976,NIC,533349647,563823517,30473870
2465,1976,NIU,429895,90098,-339797
2466,1976,NLD,45003419705,38326429143,-6676990562
2467,1976,NOR,10443542880,7557494598,-2886048282
2468,1976,NPL,81136514,68144158,-12992356
2469,1976,NRU,28695658,47224158,18528500
2470,1976,NZL,2959044955,2825148027,-133896928
2471,1976,OMN,796337164,1563891741,767554577
2472,1976,PAK,2194051216,1241552995,-952498221
2473,1976,PAN,2947863467,661590132,-2286273335
2474,1976,PCN,28722,1426,-27296
2475,1976,PER,1899658687,1326756212,-572902475
2476,1976,PHL,3964416092,2761676938,-1202739154
2477,1976,PNG,430431895,648898417,218466522
2478,1976,POL,6574521003,4474311129,-2100209874
2479,1976,PRK,303356489,233286496,-70069993
2480,1976,PRT,4181118614,1798903786,-2382214828
2481,1976,PRY,342435789,239271052,-103164737
2482,1976,PYF,186123003,7223755,-178899248
2483,1976,QAT,859613936,1992881754,1133267818
2484,1976,REU,381127118,102609878,-278517240
2485,1976,ROU,2759472947,2865649256,106176309
2486,1976,RWA,63914386,87831357,23916971
2487,1976,SAU,9571881084,36333446369,26761565285
2488,1976,SDN,893755290,608247867,-285507423
2489,1976,SEN,590264181,473954052,-116310129
2490,1976,SGP,9457942469,6676405202,-2781537267
2491,1976,SHN,4952690,497694,-4454996
2492,1976,SLB,27437813,27325670,-112143
2493,1976,SLE,154128663,161956824,7828161
2494,1976,SLV,734816430,814089930,79273500
2495,1976,SOM,147276801,78389130,-68887671
2496,1976,SPM,21397225,3148710,-18248515
2497,1976,STP,7627825,5537783,-2090042
2498,1976,SUR,267728841,290294748,22565907
2499,1976,SWE,17893626726,17701505875,-192120851
2500,1976,SYC,35605218,3393038,-32212180
2501,1976,SYR,2469226922,1597480177,-871746745
2502,1976,TCA,5915390,1887031,-4028359
2503,1976,TCD,73279290,83175391,9896101
2504,1976,TGO,196871976,109874831,-86997145
2505,1976,THA,3367984987,3057845361,-310139626
2506,1976,TKL,32970,0,-32970
2507,1976,TLS,9338297,2381115,-6957182
2508,1976,TON,15776071,5899778,-9876293
2509,1976,TTO,2440034427,2044402704,-395631723
2510,1976,TUN,1414033779,825245287,-588788492
2511,1976,TUR,5298014079,2039593179,-3258420900
2512,1976,TUV,181482,0,-181482
2513,1976,TWN,6760036997,7504022600,743985603
2514,1976,TZA,663716735,540711717,-123005018
2515,1976,UGA,154055385,334066315,180010930
2516,1976,URY,693302268,592420036,-100882232
2517,1976,USA,1.14E+11,1.11E+11,-3031185807
2518,1976,VCT,23194571,1646570,-21548001
2519,1976,VEN,6413269572,9192478555,2779208983
2520,1976,VGB,6288394,1361790,-4926604
2521,1976,VIR,44277101,14156453,-30120648
2522,1976,VNM,470423688,120995361,-349428327
2523,1976,VUT,24390908,13969226,-10421682
2524,1976,WLF,966177,77734,-888443
2525,1976,WSM,29685475,7874168,-21811307
2526,1976,YEM,483222190,33626269,-449595921
2527,1976,ZAF,6434322481,5872445137,-561877344
2528,1976,ZMB,603338924,976397818,373058894
2529,1976,ZWE,11644506,96703898,85059392
2530,1977,AGO,557518612,438450247,-119068365
2531,1977,ALB,70893627,66763121,-4130506
2532,1977,AND,236501855,6446851,-230055004
2533,1977,ANT,4164580073,2522825931,-1641754142
2534,1977,ARE,4045812832,8973498850,4927686018
2535,1977,ARG,4052729951,6250927728,2198197777
2536,1977,ATG,43253308,2751882,-40501426
2537,1977,AUS,11821818194,13773354442,1951536248
2538,1977,AUT,13760615286,8764940710,-4995674576
2539,1977,BDI,56554145,72877367,16323222
2540,1977,BEL,40962286564,36541772587,-4420513977
2541,1977,BEN,290447350,44323906,-246123444
2542,1977,BFA,191325506,63113395,-128212111
2543,1977,BGD,903642867,426630959,-477011908
2544,1977,BGR,1156233097,845575376,-310657721
2545,1977,BHR,1957618630,1079107010,-878511620
2546,1977,BHS,1969356141,1529248551,-440107590
2547,1977,BLZ,73464419,48541870,-24922549
2548,1977,BMU,1856086091,63617912,-1792468179
2549,1977,BOL,602019658,567815230,-34204428
2550,1977,BRA,12473239613,12282796266,-190443347
2551,1977,BRB,263508277,78246986,-185261291
2552,1977,BRN,303108919,1619892415,1316783496
2553,1977,BTN,6993651,770578,-6223073
2554,1977,CAF,84163857,104770854,20606997
2555,1977,CAN,37170616054,42144266486,4973650432
2556,1977,CCK,3612931,1460366,-2152565
2557,1977,CHE,17649211089,16748958546,-900252543
2558,1977,CHL,2235611509,2324535264,88923755
2559,1977,CHN,5311783891,6644878483,1333094592
2560,1977,CIV,1690672221,2237051147,546378926
2561,1977,CMR,714636268,667257929,-47378339
2562,1977,COD,920509304,1629212733,708703429
2563,1977,COG,205219985,208896686,3676701
2564,1977,COK,3291220,929861,-2361359
2565,1977,COL,2286689003,2604225075,317536072
2566,1977,COM,22364907,9051439,-13313468
2567,1977,CPV,51429464,3017035,-48412429
2568,1977,CRI,962165785,905151773,-57014012
2569,1977,CUB,1425427405,589822251,-835605154
2570,1977,CXR,11572898,23032851,11459953
2571,1977,CYM,52643178,3218781,-49424397
2572,1977,CYP,605615997,314995703,-290620294
2573,1977,DEU,94911276023,1.23E+11,28206933918
2574,1977,DJI,94409883,17077791,-77332092
2575,1977,DMA,46658740,44449369,-2209371
2576,1977,DNK,12648596194,9627824637,-3020771557
2577,1977,DOM,949278399,777614900,-171663499
2578,1977,DZA,6893262760,5712900256,-1180362504
2579,1977,ECU,1594042944,1450162679,-143880265
2580,1977,EGY,4808985285,1546980664,-3262004621
2581,1977,ESH,3907397,1671809,-2235588
2582,1977,ESP,17291613777,10730015202,-6561598575
2583,1977,ETH,398387733,300914492,-97473241
2584,1977,FIN,5946802402,6265815893,319013491
2585,1977,FJI,268654389,157675159,-110979230
2586,1977,FLK,3750101,4624647,874546
2587,1977,FRA,69700997514,60003974040,-9697023474
2588,1977,FRO,144880226,94474036,-50406190
2589,1977,GAB,597205270,1206660384,609455114
2590,1977,GBR,58389197013,54586157135,-3803039878
2591,1977,GHA,1143948079,1112378485,-31569594
2592,1977,GIB,166380374,11759078,-154621296
2593,1977,GIN,148040574,266827977,118787403
2594,1977,GMB,84210367,45840259,-38370108
2595,1977,GNB,41935750,15190221,-26745529
2596,1977,GNQ,4764170,15461776,10697606
2597,1977,GRC,6711588755,2788670609,-3922918146
2598,1977,GRD,29028674,17113964,-11914710
2599,1977,GRL,142867600,100155962,-42711638
2600,1977,GTM,1183734864,1290532752,106797888
2601,1977,GUY,268797697,290130032,21332335
2602,1977,HKG,10170845663,9031147965,-1139697698
2603,1977,HND,553260864,540081188,-13179676
2604,1977,HTI,333823696,234778544,-99045152
2605,1977,HUN,2627975425,1714844035,-913131390
2606,1977,IDN,6295617743,11879866280,5584248537
2607,1977,IND,4951050291,5865320358,914270067
2608,1977,IOT,2770852,642980,-2127872
2609,1977,IRL,5431656418,4450196482,-981459936
2610,1977,IRN,14250048550,19966027270,5715978720
2611,1977,IRQ,4258572537,9466222665,5207650128
2612,1977,ISL,514504305,441075095,-73429210
2613,1977,ISR,4550440983,2653831405,-1896609578
2614,1977,ITA,43496978384,41988764412,-1508213972
2615,1977,JAM,750086017,733484136,-16601881
2616,1977,JOR,1366950819,301729286,-1065221533
2617,1977,JPN,64032984856,78067134939,14034150083
2618,1977,KEN,1216130875,1325860249,109729374
2619,1977,KHM,25011780,5777136,-19234644
2620,1977,KIR,13690755,19048564,5357809
2621,1977,KNA,91581986,12042550,-79539436
2622,1977,KOR,10715805570,9691642240,-1024163330
2623,1977,KWT,4394749152,9731963776,5337214624
2624,1977,LAO,48538671,12290291,-36248380
2625,1977,LBN,1634482682,616652245,-1017830437
2626,1977,LBR,4319902302,616985262,-3702917040
2627,1977,LBY,4542719829,9727701353,5184981524
2628,1977,LCA,55211038,7253146,-47957892
2629,1977,LKA,757356359,759724085,2367726
2630,1977,MAC,172970518,278897017,105926499
2631,1977,MAR,3155016014,1325057940,-1829958074
2632,1977,MDG,300605581,328318138,27712557
2633,1977,MDV,7801926,5911660,-1890266
2634,1977,MEX,7271895999,6466533856,-805362143
2635,1977,MLI,177664704,123060250,-54604454
2636,1977,MLT,463901095,244119315,-219781780
2637,1977,MMR,317628556,263095536,-54533020
2638,1977,MNG,7821553,22122572,14301019
2639,1977,MOZ,306417403,314090233,7672830
2640,1977,MRT,250752082,200330069,-50422013
2641,1977,MSR,43793521,14346260,-29447261
2642,1977,MUS,392798798,271249532,-121549266
2643,1977,MWI,191681005,196275595,4594590
2644,1977,MYS,4879318461,7333082463,2453764002
2645,1977,NCL,305252259,396495270,91243011
2646,1977,NER,216568863,125820606,-90748257
2647,1977,NGA,9435697834,12863379072,3427681238
2648,1977,NIC,754432990,717449372,-36983618
2649,1977,NIU,547821,104187,-443634
2650,1977,NLD,52001205946,42167806107,-9833399839
2651,1977,NOR,12336025753,8461175331,-3874850422
2652,1977,NPL,101952459,54121640,-47830819
2653,1977,NRU,29618811,51382944,21764133
2654,1977,NZL,3082357386,3251411249,169053863
2655,1977,OMN,947026781,1619732819,672706038
2656,1977,PAK,2604169191,1217050321,-1387118870
2657,1977,PAN,2833153701,775222150,-2057931551
2658,1977,PCN,40277,1904,-38373
2659,1977,PER,1627242275,1649927451,22685176
2660,1977,PHL,4224280588,3136375349,-1087905239
2661,1977,PNG,511377423,762629308,251251885
2662,1977,POL,6173937505,4919577243,-1254360262
2663,1977,PRK,265135793,365015301,99879508
2664,1977,PRT,4881484502,2016419280,-2865065222
2665,1977,PRY,647919763,374872079,-273047684
2666,1977,PYF,207225420,7010246,-200215174
2667,1977,QAT,1099080452,1817424966,718344514
2668,1977,REU,417791671,119370142,-298421529
2669,1977,ROU,3016978563,3185210326,168231763
2670,1977,RWA,73940073,93360809,19420736
2671,1977,SAU,14733560794,40488775726,25755214932
2672,1977,SDN,1066479772,546108244,-520371528
2673,1977,SEN,702341379,607703772,-94637607
2674,1977,SGP,11130400383,7220792945,-3909607438
2675,1977,SHN,9040019,765784,-8274235
2676,1977,SLB,32259519,44693898,12434379
2677,1977,SLE,133945747,177998633,44052886
2678,1977,SLV,958413997,1159359863,200945866
2679,1977,SOM,222575604,67205625,-155369979
2680,1977,SPM,20088548,4924000,-15164548
2681,1977,STP,11972548,12854055,881507
2682,1977,SUR,401694159,328504053,-73190106
2683,1977,SWE,18768289052,18306733216,-461555836
2684,1977,SYC,33601205,6263285,-27337920
2685,1977,SYR,2511797478,1365234833,-1146562645
2686,1977,TCA,3889628,2517524,-1372104
2687,1977,TCD,90739939,91012502,272563
2688,1977,TGO,282351569,151990267,-130361302
2689,1977,THA,4423244278,3626984753,-796259525
2690,1977,TKL,10752,9456,-1296
2691,1977,TLS,4327210,602624,-3724586
2692,1977,TON,21742839,9762577,-11980262
2693,1977,TTO,2277946077,2101463659,-176482418
2694,1977,TUN,1694796248,900836533,-793959715
2695,1977,TUR,5280141898,1863879081,-3416262817
2696,1977,TUV,520531,0,-520531
2697,1977,TWN,7701781850,9282835537,1581053687
2698,1977,TZA,730734447,595042384,-135692063
2699,1977,UGA,310349478,518310491,207961013
2700,1977,URY,817554367,625212402,-192341965
2701,1977,USA,1.43E+11,1.19E+11,-24322423004
2702,1977,VCT,7658934,2291455,-5367479
2703,1977,VEN,9101358551,9339345611,237987060
2704,1977,VGB,6167062,776352,-5390710
2705,1977,VIR,300974827,6198817,-294776010
2706,1977,VNM,703041678,138458831,-564582847
2707,1977,VUT,28676354,23168105,-5508249
2708,1977,WLF,1235271,29952,-1205319
2709,1977,WSM,41233069,15931137,-25301932
2710,1977,YEM,617035185,16513512,-600521673
2711,1977,ZAF,5544716373,7890509255,2345792882
2712,1977,ZMB,784219166,960289823,176070657
2713,1977,ZWE,9563243,97100337,87537094
2714,1978,AGO,539521351,479049425,-60471926
2715,1978,ALB,76640051,58756555,-17883496
2716,1978,AND,245584024,6971118,-238612906
2717,1978,ANT,4374881241,1943060302,-2431820939
2718,1978,ARE,4925747158,10193643135,5267895977
2719,1978,ARG,4165327490,6562548921,2397221431
2720,1978,ATG,50684047,5240302,-45443745
2721,1978,AUS,13630177352,15000231287,1370053935
2722,1978,AUT,14960147455,11087818441,-3872329014
2723,1978,BDI,73764833,73741919,-22914
2724,1978,BEL,48136178297,43687912582,-4448265715
2725,1978,BEN,274026717,51877506,-222149211
2726,1978,BFA,203624014,38745079,-164878935
2727,1978,BGD,1376006623,591869035,-784137588
2728,1978,BGR,1302057556,830035143,-472022413
2729,1978,BHR,1999096815,1095327468,-903769347
2730,1978,BHS,888677481,1450543994,561866513
2731,1978,BLZ,107948468,73135168,-34813300
2732,1978,BMU,882159397,75742220,-806417177
2733,1978,BOL,758543546,519771855,-238771691
2734,1978,BRA,14119423685,12369118094,-1750305591
2735,1978,BRB,258790911,100746111,-158044800
2736,1978,BRN,352674877,1655212089,1302537212
2737,1978,BTN,14242861,1208484,-13034377
2738,1978,CAF,70704607,98907037,28202430
2739,1978,CAN,40424932399,47991748009,7566815610
2740,1978,CCK,7011280,2617806,-4393474
2741,1978,CHE,24737305055,22958863233,-1778441822
2742,1978,CHL,2670723160,2630553093,-40170067
2743,1978,CHN,8350959108,8478898146,127939038
2744,1978,CIV,2081801703,2763543994,681742291
2745,1978,CMR,934740960,916546323,-18194637
2746,1978,COD,889464739,1635528170,746063431
2747,1978,COG,238016367,306694747,68678380
2748,1978,COK,4095996,1110073,-2985923
2749,1978,COL,2870582259,3153905237,283322978
2750,1978,COM,22555826,17044568,-5511258
2751,1978,CPV,52187058,4716344,-47470714
2752,1978,CRI,1101675532,936213156,-165462376
2753,1978,CUB,1088473919,635305798,-453168121
2754,1978,CXR,17518599,26060971,8542372
2755,1978,CYM,54578451,5130623,-49447828
2756,1978,CYP,801885719,478650897,-323234822
2757,1978,DEU,1.11E+11,1.33E+11,22192833435
2758,1978,DJI,123566430,50217314,-73349116
2759,1978,DMA,52468707,64585494,12116787
2760,1978,DNK,13973877312,11699931647,-2273945665
2761,1978,DOM,987079533,770718165,-216361368
2762,1978,DZA,7796539843,6689700269,-1106839574
2763,1978,ECU,1587138776,1728095957,140957181
2764,1978,EGY,5786733595,2141537299,-3645196296
2765,1978,ESH,4606977,4938379,331402
2766,1978,ESP,17612222482,13036833522,-4575388960
2767,1978,ETH,460601568,281190569,-179410999
2768,1978,FIN,5990691785,7493815701,1503123916
2769,1978,FJI,336938969,181665760,-155273209
2770,1978,FLK,3231535,5710129,2478594
2771,1978,FRA,80282664179,73772351319,-6510312860
2772,1978,FRO,168936712,111566258,-57370454
2773,1978,GAB,497435168,1247756262,750321094
2774,1978,GBR,68578457653,69985876965,1407419312
2775,1978,GHA,1093813528,1087551436,-6262092
2776,1978,GIB,175141692,14650123,-160491569
2777,1978,GIN,216441664,274316877,57875213
2778,1978,GMB,100953028,36680364,-64272664
2779,1978,GNB,61384984,10060994,-51323990
2780,1978,GNQ,11293580,10560228,-733352
2781,1978,GRC,7951628193,3605938827,-4345689366
2782,1978,GRD,32267011,20443599,-11823412
2783,1978,GRL,157656329,88670667,-68985662
2784,1978,GTM,1274719303,1243584635,-31134668
2785,1978,GUY,248594695,342034572,93439877
2786,1978,HKG,13466190020,11693526616,-1772663404
2787,1978,HND,666461026,678652821,12191795
2788,1978,HTI,345556365,268704663,-76851702
2789,1978,HUN,4078983628,2440134969,-1638848659
2790,1978,IDN,6687182182,12978472642,6291290460
2791,1978,IND,7076602925,6299828657,-776774268
2792,1978,IOT,373317,224819,-148498
2793,1978,IRL,7242701298,5957236482,-1285464816
2794,1978,IRN,15856934184,20483634333,4626700149
2795,1978,IRQ,4881124365,11008442556,6127318191
2796,1978,ISL,604147180,541617194,-62529986
2797,1978,ISR,4677425429,3403529133,-1273896296
2798,1978,ITA,51662483709,53061439397,1398955688
2799,1978,JAM,789294145,846292642,56998497
2800,1978,JOR,1439662647,315052465,-1124610182
2801,1978,JPN,71676035200,95220379335,23544344135
2802,1978,KEN,1566098180,1084237062,-481861118
2803,1978,KHM,13568925,3734258,-9834667
2804,1978,KIR,20122290,18102304,-2019986
2805,1978,KNA,103399345,29853410,-73545935
2806,1978,KOR,14952657105,12298836233,-2653820872
2807,1978,KWT,4629357739,9861269095,5231911356
2808,1978,LAO,56862996,11443354,-45419642
2809,1978,LBN,1572464021,737336470,-835127551
2810,1978,LBR,3068599818,928508689,-2140091129
2811,1978,LBY,5351143187,9472630069,4121486882
2812,1978,LCA,76785629,8980323,-67805306
2813,1978,LKA,1050981059,854650367,-196330692
2814,1978,MAC,241599897,300203177,58603280
2815,1978,MAR,3154803823,1664118152,-1490685671
2816,1978,MDG,377251767,422346946,45095179
2817,1978,MDV,10950910,6688732,-4262178
2818,1978,MEX,10138114939,8392018539,-1746096400
2819,1978,MLI,228138187,109735210,-118402977
2820,1978,MLT,532529804,310787242,-221742562
2821,1978,MMR,487494754,312196965,-175297789
2822,1978,MNG,8875911,26229820,17353909
2823,1978,MOZ,335579626,311954691,-23624935
2824,1978,MRT,197351460,144049568,-53301892
2825,1978,MSR,55343901,13896119,-41447782
2826,1978,MUS,443534536,343809322,-99725214
2827,1978,MWI,277070004,199888265,-77181739
2828,1978,MYS,5339392134,8214925042,2875532908
2829,1978,NCL,304295043,251725893,-52569150
2830,1978,NER,334382090,146007101,-188374989
